price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
31000000,1,38.0,1/12,0.08,Ауэзовский р-н,0.51,2018,совмещенный,no_info,no_info,металлическая,оптика,паркинг,полностью,ламинат,2.7
20800000,1,40.8,7/10,0.7,Турксибский р-н,0.083,2023,совмещенный,лоджия,да,металлическая,no_info,паркинг,no_info,no_info,2.85
35500000,2,44.4,4/4,1.0,Бостандыкский р-н,1.0,1963,no_info,балкон,да,бронированная,оптика,рядом охраняемая стоянка,полностью,ламинат,2.5
20000000,1,27.0,4/6,0.67,Бостандыкский р-н,1.0,2016,совмещенный,no_info,no_info,металлическая,оптика,паркинг,полностью,ламинат,2.7
18000000,1,10.0,4/5,0.8,Алатауский р-н,1e-10,2019,no_info,балкон,нет,металлическая,проводной,рядом охраняемая стоянка,полностью,линолеум,2.7
32000000,3,58.0,4/4,1.0,Ауэзовский р-н,0.51,1965,no_info,балкон,да,no_info,no_info,no_info,полностью,no_info,2.6
25000000,2,44.3,3/3,1.0,Турксибский р-н,0.083,1965,no_info,балкон,да,металлическая,оптика,рядом охраняемая стоянка,полностью,линолеум,2.7
34999999,2,42.0,2/5,0.4,Медеуский р-н,0.69,1973,no_info,балкон,да,металлическая,no_info,рядом охраняемая стоянка,полностью,ламинат,
29800000,2,53.0,5/5,1.0,Алмалинский р-н,0.075,1987,no_info,no_info,да,металлическая,no_info,no_info,частично,ламинат,2.8
33000000,1,45.0,2/10,0.2,Ауэзовский р-н,0.51,2007,no_info,несколько балконов или лоджий,да,бронированная,оптика,no_info,полностью,ламинат,2.8
25000000,5,102.8,2/2,1.0,Алатауский р-н,1e-10,2007,no_info,no_info,no_info,металлическая,no_info,паркинг,частично,линолеум,2.7
21800000,1,41.0,4/6,0.67,Алатауский р-н,1e-10,2023,совмещенный,no_info,no_info,металлическая,ADSL,паркинг,без мебели,ламинат,2.8
22000000,2,42.3,1/2,0.5,Турксибский р-н,0.083,1956,no_info,no_info,no_info,no_info,проводной,рядом охраняемая стоянка,частично,ламинат,3
36000000,3,64.0,5/5,1.0,Алмалинский р-н,0.075,1973,no_info,балкон,да,бронированная,no_info,рядом охраняемая стоянка,полностью,ламинат,
30000000,3,59.1,3/4,0.75,Ауэзовский р-н,0.51,1969,no_info,балкон,да,металлическая,no_info,рядом охраняемая стоянка,полностью,no_info,
28800000,1,37.3,2/13,0.15,Жетысуский р-н,0.076,2023,совмещенный,лоджия,да,металлическая,ADSL,паркинг,полностью,ламинат,2.7
27999000,2,41.0,3/3,1.0,Бостандыкский р-н,1.0,1961,no_info,no_info,no_info,металлическая,проводной,рядом охраняемая стоянка,частично,линолеум,
