price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
173000000,4,220.0,3/15,0.2,Алмалинский р-н,0.075,2019,2 с/у и более,no_info,no_info,металлическая,ADSL,рядом охраняемая стоянка,полностью,ламинат,2.75
173000000,4,170.0,11/21,0.52,Бостандыкский р-н,1.0,2022,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3
172000000,4,143.5,3/3,1.0,Бостандыкский р-н,1.0,2022,no_info,no_info,no_info,металлическая,no_info,no_info,no_info,no_info,3.3
172000000,3,98.0,9/9,1.0,Бостандыкский р-н,1.0,2023,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.2
172000000,4,156.0,9/15,0.6,Медеуский р-н,0.69,2007,2 с/у и более,no_info,no_info,no_info,no_info,no_info,частично,ламинат,
171950000,3,181.0,3/3,1.0,Бостандыкский р-н,1.0,2022,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
171072000,2,89.1,14/22,0.64,Бостандыкский р-н,1.0,2015,2 с/у и более,лоджия,да,металлическая,no_info,паркинг,no_info,no_info,2.8
171000000,3,95.0,3/4,0.75,Бостандыкский р-н,1.0,2017,no_info,no_info,no_info,no_info,no_info,no_info,полностью,ламинат,2.8
171000000,3,135.0,9/10,0.9,Медеуский р-н,0.69,2012,2 с/у и более,несколько балконов или лоджий,no_info,no_info,оптика,паркинг,no_info,no_info,3
171000000,4,170.0,10/10,1.0,Бостандыкский р-н,1.0,2022,2 с/у и более,лоджия,no_info,металлическая,оптика,паркинг,без мебели,no_info,3
170640000,4,190.0,9/12,0.75,Медеуский р-н,0.69,2017,2 с/у и более,балкон и лоджия,no_info,металлическая,оптика,паркинг,no_info,no_info,3
170000000,4,186.4,3/17,0.18,Медеуский р-н,0.69,2005,no_info,несколько балконов или лоджий,да,бронированная,no_info,no_info,полностью,паркет,3.2
170000000,6,330.0,20/21,0.95,Алмалинский р-н,0.075,2009,2 с/у и более,лоджия,да,бронированная,no_info,паркинг,частично,ламинат,3
170000000,5,185.0,4/6,0.67,Медеуский р-н,0.69,2014,2 с/у и более,балкон и лоджия,no_info,no_info,no_info,паркинг,no_info,паркет,3
