price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
128990000,3,111.0,4/17,0.24,Бостандыкский р-н,1.0,2022,2 с/у и более,лоджия,да,no_info,no_info,no_info,частично,ламинат,3
128900000,3,185.0,11/11,1.0,Медеуский р-н,0.69,2005,no_info,no_info,no_info,металлическая,no_info,no_info,no_info,ламинат,
128500000,3,97.0,9/14,0.64,Медеуский р-н,0.69,2011,2 с/у и более,лоджия,no_info,no_info,no_info,no_info,полностью,ламинат,3
128500000,3,97.0,9/14,0.64,Медеуский р-н,0.69,2011,2 с/у и более,лоджия,no_info,no_info,no_info,no_info,no_info,ламинат,3
128500000,3,97.0,9/14,0.64,Медеуский р-н,0.69,2011,2 с/у и более,лоджия,да,no_info,no_info,no_info,частично,ламинат,3
128100000,3,128.1,1/1,1.0,Бостандыкский р-н,1.0,2024,,,,,,,,,
128000000,3,142.0,8/18,0.44,Бостандыкский р-н,1.0,2015,2 с/у и более,балкон и лоджия,да,бронированная,оптика,паркинг,частично,паркет,2.95
128000000,2,90.0,1/7,0.14,Медеуский р-н,0.69,2017,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.15
128000000,3,115.8,5/6,0.83,Бостандыкский р-н,1.0,2019,2 с/у и более,балкон,no_info,металлическая,оптика,паркинг,полностью,паркет,3
128000000,3,105.2,2/12,0.17,Бостандыкский р-н,1.0,2019,2 с/у и более,no_info,no_info,no_info,no_info,no_info,полностью,no_info,2.85
128000000,4,143.0,10/16,0.62,Бостандыкский р-н,1.0,2023,no_info,лоджия,да,бронированная,no_info,паркинг,no_info,no_info,3
128000000,4,210.0,1/6,0.17,Бостандыкский р-н,1.0,2013,no_info,балкон,no_info,no_info,no_info,no_info,no_info,no_info,3
128000000,3,110.0,4/6,0.67,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,no_info,ADSL,рядом охраняемая стоянка,полностью,ламинат,3
128000000,3,105.0,2/13,0.15,Бостандыкский р-н,1.0,2019,2 с/у и более,балкон,да,бронированная,no_info,рядом охраняемая стоянка,полностью,ламинат,2.85
128000000,3,105.2,2/12,0.17,Бостандыкский р-н,1.0,2019,2 с/у и более,несколько балконов или лоджий,да,бронированная,оптика,паркинг,полностью,паркет,3
128000000,4,135.8,24/25,0.96,Бостандыкский р-н,1.0,2006,no_info,балкон и лоджия,да,бронированная,оптика,паркинг,полностью,паркет,3.1
128000000,3,105.2,2/12,0.17,Бостандыкский р-н,1.0,2019,2 с/у и более,no_info,no_info,металлическая,оптика,no_info,полностью,no_info,2.85
128000000,3,105.2,2/12,0.17,Бостандыкский р-н,1.0,2019,2 с/у и более,no_info,no_info,no_info,no_info,no_info,полностью,no_info,2.85
128000000,3,115.8,5/6,0.83,Бостандыкский р-н,1.0,2021,no_info,балкон,да,металлическая,оптика,паркинг,полностью,паркет,3
128000000,8,450.0,3/3,1.0,Бостандыкский р-н,1.0,2020,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
128000000,3,145.0,9/12,0.75,Бостандыкский р-н,1.0,2018,no_info,no_info,no_info,бронированная,оптика,паркинг,частично,ламинат,3
128000000,4,138.0,3/15,0.2,Медеуский р-н,0.69,2010,no_info,no_info,no_info,no_info,no_info,no_info,no_info,паркет,3
128000000,4,143.0,6/15,0.4,Алмалинский р-н,0.075,2012,2 с/у и более,несколько балконов или лоджий,да,металлическая,ADSL,паркинг,частично,паркет,3
128000000,7,450.0,1/3,0.33,Бостандыкский р-н,1.0,2019,no_info,no_info,no_info,металлическая,no_info,паркинг,no_info,no_info,3
128000000,4,140.0,1/3,0.33,Бостандыкский р-н,1.0,2022,2 с/у и более,лоджия,да,деревянная,ADSL,паркинг,полностью,ламинат,
128000000,4,160.0,8/20,0.4,Медеуский р-н,0.69,2006,no_info,несколько балконов или лоджий,да,no_info,оптика,рядом охраняемая стоянка,полностью,ламинат,3
128000000,4,210.0,1/6,0.17,Бостандыкский р-н,1.0,2013,no_info,балкон,no_info,no_info,no_info,no_info,no_info,no_info,3
128000000,3,90.0,4/12,0.33,Бостандыкский р-н,1.0,2022,2 с/у и более,лоджия,да,бронированная,ADSL,паркинг,полностью,ламинат,3
128000000,4,136.0,25/25,1.0,Бостандыкский р-н,1.0,2014,2 с/у и более,лоджия,да,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,2.8
128000000,4,128.0,2/4,0.5,Медеуский р-н,0.69,2021,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
128000000,4,147.0,8/30,0.27,Бостандыкский р-н,1.0,2019,no_info,no_info,no_info,бронированная,no_info,паркинг,no_info,no_info,
127900000,3,127.9,1/1,1.0,Бостандыкский р-н,1.0,2024,,,,,,,,,
127624000,3,148.4,4/7,0.57,Бостандыкский р-н,1.0,2015,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3.3
127624000,3,148.4,4/7,0.57,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,металлическая,no_info,no_info,no_info,no_info,3.3
127600000,3,116.0,4/7,0.57,Медеуский р-н,0.69,2017,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.8
127600000,3,116.0,5/7,0.71,Медеуский р-н,0.69,2017,2 с/у и более,no_info,no_info,металлическая,no_info,паркинг,полностью,ламинат,3.8
127600000,3,116.0,4/7,0.57,Медеуский р-н,0.69,2017,2 с/у и более,no_info,no_info,no_info,no_info,паркинг,полностью,ламинат,3.8
127500000,3,148.4,4/7,0.57,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.3
127500000,3,148.4,4/7,0.57,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,металлическая,no_info,паркинг,no_info,no_info,3.3
127500000,3,150.0,9/12,0.75,Бостандыкский р-н,1.0,2016,no_info,несколько балконов или лоджий,да,no_info,ADSL,паркинг,no_info,ламинат,2.7
127500000,3,150.0,4/7,0.57,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.3
127500000,3,148.4,4/7,0.57,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.3
127500000,3,148.4,4/7,0.57,Бостандыкский р-н,1.0,2016,2 с/у и более,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3.3
127500000,4,120.0,6/16,0.38,Бостандыкский р-н,1.0,2021,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,2.85
127500000,3,123.0,3/12,0.25,Алматы,,2024,no_info,no_info,да,бронированная,no_info,паркинг,no_info,no_info,3.2
127370000,4,132.68,1/4,0.25,Наурызбайский р-н,0.11,2023,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3
127000000,3,150.0,6/7,0.86,Медеуский р-н,0.69,2000,no_info,лоджия,да,бронированная,ADSL,гараж,полностью,no_info,
127000000,3,150.0,4/7,0.57,Бостандыкский р-н,1.0,2015,2 с/у и более,несколько балконов или лоджий,да,металлическая,оптика,паркинг,без мебели,no_info,3.3
127000000,3,150.0,4/7,0.57,Бостандыкский р-н,1.0,2015,2 с/у и более,no_info,no_info,металлическая,no_info,паркинг,без мебели,no_info,3.3
127000000,3,125.0,9/21,0.43,Бостандыкский р-н,1.0,2014,2 с/у и более,балкон,да,бронированная,ADSL,паркинг,полностью,паркет,3
127000000,3,150.0,4/7,0.57,Бостандыкский р-н,1.0,2015,2 с/у и более,лоджия,да,металлическая,no_info,паркинг,без мебели,no_info,3.3
127000000,3,150.0,4/7,0.57,Бостандыкский р-н,1.0,2015,2 с/у и более,балкон,no_info,no_info,no_info,паркинг,no_info,no_info,3.3
127000000,5,135.7,6/7,0.86,Медеуский р-н,0.69,2002,no_info,балкон и лоджия,да,бронированная,ADSL,рядом охраняемая стоянка,полностью,ламинат,
127000000,3,100.0,10/12,0.83,Бостандыкский р-н,1.0,2018,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
127000000,3,150.0,4/7,0.57,Бостандыкский р-н,1.0,2015,2 с/у и более,балкон,да,металлическая,ADSL,паркинг,no_info,no_info,3.3
