price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
39000000,1,50.0,10/14,0.71,Бостандыкский р-н,1.0,2019,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
39000000,1,45.0,5/14,0.36,Бостандыкский р-н,1.0,2019,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
39000000,2,47.6,4/9,0.44,Наурызбайский р-н,0.11,2023,совмещенный,балкон,да,металлическая,ADSL,паркинг,полностью,ламинат,2.7
39000000,2,62.0,12/12,1.0,Бостандыкский р-н,1.0,2015,no_info,no_info,no_info,металлическая,no_info,no_info,полностью,ламинат,2.8
39000000,3,59.0,3/4,0.75,Алмалинский р-н,0.075,1970,no_info,балкон,да,металлическая,оптика,паркинг,полностью,линолеум,
39000000,1,47.0,25/25,1.0,Бостандыкский р-н,1.0,2014,раздельный,no_info,no_info,металлическая,оптика,паркинг,частично,ламинат,2.8
39000000,2,55.0,3/5,0.6,Ауэзовский р-н,0.51,1976,no_info,балкон,да,no_info,no_info,no_info,частично,no_info,
39000000,3,58.0,1/5,0.2,Бостандыкский р-н,1.0,1976,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
39000000,3,73.0,5/5,1.0,Жетысуский р-н,0.076,1992,no_info,несколько балконов или лоджий,да,металлическая,ADSL,no_info,частично,линолеум,2.7
39000000,3,66.0,3/5,0.6,Алмалинский р-н,0.075,1978,no_info,лоджия,да,бронированная,оптика,рядом охраняемая стоянка,полностью,линолеум,2.8
39000000,2,65.0,1/5,0.2,Жетысуский р-н,0.076,2008,no_info,несколько балконов или лоджий,да,бронированная,оптика,рядом охраняемая стоянка,полностью,ламинат,3
39000000,1,42.0,4/9,0.44,Медеуский р-н,0.69,1980,no_info,балкон,no_info,деревянная,проводной,рядом охраняемая стоянка,no_info,паркет,
39000000,3,84.0,11/16,0.69,Алатауский р-н,1e-10,2015,2 с/у и более,лоджия,да,бронированная,оптика,рядом охраняемая стоянка,без мебели,ламинат,
39000000,3,58.0,4/5,0.8,Алмалинский р-н,0.075,1973,no_info,no_info,no_info,металлическая,no_info,рядом охраняемая стоянка,частично,ламинат,2.8
39000000,3,86.0,6/6,1.0,Жетысуский р-н,0.076,2009,no_info,балкон,no_info,no_info,no_info,no_info,полностью,линолеум,2.8
39000000,3,58.0,1/4,0.25,Медеуский р-н,0.69,1972,no_info,no_info,no_info,металлическая,через TV кабель,рядом охраняемая стоянка,без мебели,ламинат,
39000000,3,60.0,3/5,0.6,Бостандыкский р-н,1.0,1975,no_info,no_info,no_info,металлическая,ADSL,no_info,частично,no_info,
39000000,3,64.0,5/5,1.0,Бостандыкский р-н,1.0,1980,no_info,балкон,да,металлическая,оптика,no_info,полностью,ламинат,2.8
37000000,2,51.2,2/3,0.67,Турксибский р-н,0.083,1978,no_info,несколько балконов или лоджий,да,металлическая,ADSL,no_info,частично,ламинат,2.8
39000000,2,61.5,4/5,0.8,Бостандыкский р-н,1.0,1982,no_info,no_info,да,металлическая,no_info,no_info,полностью,no_info,
39000000,3,76.0,5/6,0.83,Наурызбайский р-н,0.11,2019,раздельный,лоджия,да,металлическая,проводной,рядом охраняемая стоянка,полностью,ламинат,
39000000,1,44.0,8/12,0.67,Алмалинский р-н,0.075,2023,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,ламинат,3
39000000,2,55.0,2/9,0.22,Медеуский р-н,0.69,2022,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,2.7
39000000,1,45.88,2/3,0.67,Наурызбайский р-н,0.11,2023,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3.2
39000000,1,42.0,4/12,0.33,Алмалинский р-н,0.075,2023,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
39000000,1,45.2,6/7,0.86,Алмалинский р-н,0.075,1976,no_info,лоджия,да,металлическая,проводной,паркинг,частично,паркет,2.8
39000000,3,57.0,4/9,0.44,Жетысуский р-н,0.076,2016,no_info,no_info,no_info,металлическая,ADSL,рядом охраняемая стоянка,полностью,ламинат,
39000000,3,60.7,1/4,0.25,Бостандыкский р-н,1.0,1971,,,,,,,,,
39000000,2,58.0,5/9,0.56,Бостандыкский р-н,1.0,2008,no_info,no_info,no_info,металлическая,no_info,паркинг,no_info,no_info,3
39000000,3,71.0,4/12,0.33,Медеуский р-н,0.69,2019,раздельный,балкон и лоджия,да,металлическая,ADSL,рядом охраняемая стоянка,полностью,ламинат,2.85
39000000,3,63.2,4/5,0.8,Жетысуский р-н,0.076,1983,no_info,несколько балконов или лоджий,да,металлическая,no_info,no_info,no_info,ламинат,2.8
39000000,3,62.0,1/5,0.2,Бостандыкский р-н,1.0,1975,no_info,no_info,no_info,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,2.5
39000000,3,90.0,9/9,1.0,Алатауский р-н,1e-10,2011,2 с/у и более,несколько балконов или лоджий,да,бронированная,оптика,рядом охраняемая стоянка,частично,ламинат,2.6
39000000,2,53.0,18/18,1.0,Бостандыкский р-н,1.0,2016,раздельный,no_info,no_info,металлическая,оптика,паркинг,частично,ламинат,2.95
39000000,2,64.0,11/19,0.58,Алмалинский р-н,0.075,2012,совмещенный,лоджия,no_info,металлическая,no_info,паркинг,no_info,ламинат,2.8
39000000,3,68.0,4/4,1.0,Медеуский р-н,0.69,2019,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,5
39000000,2,60.28,3/6,0.5,Алатауский р-н,1e-10,2022,no_info,no_info,no_info,металлическая,ADSL,паркинг,полностью,ламинат,2.8
39000000,2,60.0,6/9,0.67,Алатауский р-н,1e-10,2010,no_info,no_info,no_info,no_info,no_info,паркинг,полностью,ламинат,2.7
39000000,2,65.0,13/19,0.68,Алмалинский р-н,0.075,2012,совмещенный,лоджия,да,металлическая,ADSL,рядом охраняемая стоянка,полностью,ламинат,2.8
39000000,2,55.9,8/10,0.8,Жетысуский р-н,0.076,2007,раздельный,балкон,да,металлическая,ADSL,рядом охраняемая стоянка,частично,линолеум,2.7
39000000,2,72.0,4/6,0.67,Наурызбайский р-н,0.11,2023,no_info,no_info,no_info,металлическая,ADSL,no_info,полностью,ламинат,
39000000,3,74.0,8/10,0.8,Наурызбайский р-н,0.11,2019,no_info,балкон,no_info,металлическая,оптика,no_info,частично,ламинат,2.8
39000000,3,68.0,5/5,1.0,Жетысуский р-н,0.076,1986,no_info,балкон,да,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,2.7
39000000,2,65.0,12/13,0.92,Турксибский р-н,0.083,2016,совмещенный,лоджия,да,металлическая,оптика,паркинг,полностью,паркет,2.8
39000000,3,96.0,5/9,0.56,Наурызбайский р-н,0.11,2019,no_info,лоджия,no_info,металлическая,проводной,no_info,полностью,ламинат,
39000000,2,54.0,5/16,0.31,Бостандыкский р-н,1.0,2011,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
38999999,2,58.0,2/3,0.67,Бостандыкский р-н,1.0,2022,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
38999999,2,50.0,2/4,0.5,Бостандыкский р-н,1.0,1971,no_info,балкон,да,металлическая,no_info,no_info,no_info,no_info,
38999999,1,38.0,12/12,1.0,Бостандыкский р-н,1.0,2021,no_info,балкон,да,металлическая,no_info,паркинг,no_info,ламинат,2.74
38999999,3,97.0,1/9,0.11,Турксибский р-н,0.083,2014,no_info,балкон,no_info,металлическая,ADSL,рядом охраняемая стоянка,частично,линолеум,
38999999,2,49.8,10/17,0.59,Алмалинский р-н,0.075,2023,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
38990000,2,60.0,12/16,0.75,Ауэзовский р-н,0.51,2023,совмещенный,лоджия,да,no_info,no_info,паркинг,no_info,no_info,3
38990000,2,62.0,9/9,1.0,Бостандыкский р-н,1.0,2012,2 с/у и более,лоджия,да,no_info,no_info,паркинг,no_info,no_info,2.9
38977690,3,86.81,8/12,0.67,Алматы,,2024,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
38950000,1,62.0,12/12,1.0,Бостандыкский р-н,1.0,2015,no_info,no_info,no_info,металлическая,no_info,паркинг,полностью,ламинат,2.8
38950000,2,50.0,7/10,0.7,Наурызбайский р-н,0.11,2013,совмещенный,балкон,да,металлическая,оптика,паркинг,полностью,ламинат,2.9
38900000,3,75.8,5/5,1.0,Турксибский р-н,0.083,2017,no_info,балкон,no_info,металлическая,проводной,no_info,полностью,линолеум,3
38900000,2,56.2,6/8,0.75,Ауэзовский р-н,0.51,2003,no_info,балкон,да,металлическая,no_info,no_info,полностью,ламинат,
38900000,3,81.0,1/6,0.17,Наурызбайский р-н,0.11,2022,no_info,балкон,no_info,металлическая,через TV кабель,паркинг,полностью,ламинат,2.7
38900000,3,80.8,2/10,0.2,Жетысуский р-н,0.076,2022,,,,,,,,,
38900000,2,51.4,15/17,0.88,Бостандыкский р-н,1.0,2023,no_info,балкон,no_info,металлическая,no_info,паркинг,no_info,no_info,2.7
38900000,3,80.8,2/10,0.2,Жетысуский р-н,0.076,2019,,,,,,,,,
38900000,3,58.0,3/4,0.75,Ауэзовский р-н,0.51,1967,no_info,балкон,да,металлическая,оптика,рядом охраняемая стоянка,полностью,ламинат,
38900000,3,81.0,2/10,0.2,Жетысуский р-н,0.076,2019,no_info,балкон,да,бронированная,оптика,рядом охраняемая стоянка,частично,ламинат,
38900000,2,48.0,8/12,0.67,Медеуский р-н,0.69,2021,совмещенный,лоджия,да,металлическая,оптика,паркинг,частично,ламинат,2.7
38900000,3,80.8,2/10,0.2,Жетысуский р-н,0.076,2019,no_info,балкон,да,no_info,no_info,no_info,частично,ламинат,
38900000,3,81.0,2/10,0.2,Жетысуский р-н,0.076,2019,no_info,балкон,no_info,бронированная,оптика,рядом охраняемая стоянка,no_info,ламинат,
