price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
54000000,2,89.0,8/12,0.67,Алмалинский р-н,0.075,2015,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
54000000,2,62.0,12/12,1.0,Бостандыкский р-н,1.0,2019,совмещенный,лоджия,да,металлическая,оптика,паркинг,полностью,ламинат,3
54000000,2,60.0,10/12,0.83,Бостандыкский р-н,1.0,2019,no_info,no_info,no_info,no_info,no_info,паркинг,полностью,no_info,3
54000000,2,63.0,5/12,0.42,Бостандыкский р-н,1.0,2019,раздельный,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3
54000000,3,95.0,5/5,1.0,Медеуский р-н,0.69,2021,no_info,балкон,да,металлическая,оптика,no_info,частично,ламинат,2.7
54000000,2,65.0,2/4,0.5,Бостандыкский р-н,1.0,1972,no_info,балкон и лоджия,no_info,металлическая,no_info,no_info,без мебели,ламинат,
54000000,2,77.0,3/19,0.16,Алмалинский р-н,0.075,2012,no_info,лоджия,no_info,no_info,no_info,паркинг,полностью,ламинат,2.8
54000000,2,61.0,17/17,1.0,Бостандыкский р-н,1.0,2015,совмещенный,лоджия,да,металлическая,оптика,паркинг,полностью,ламинат,2.8
54000000,3,73.0,3/4,0.75,Бостандыкский р-н,1.0,1962,no_info,балкон,да,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,
54000000,2,60.0,3/9,0.33,Наурызбайский р-н,0.11,2008,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
54000000,2,64.0,12/12,1.0,Медеуский р-н,0.69,2023,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
54000000,2,61.0,2/13,0.15,Алмалинский р-н,0.075,2022,no_info,no_info,no_info,no_info,проводной,рядом охраняемая стоянка,частично,ламинат,
54000000,3,110.0,2/10,0.2,Алатауский р-н,1e-10,2013,no_info,балкон и лоджия,да,металлическая,через TV кабель,паркинг,частично,ламинат,2.8
54000000,2,60.0,13/16,0.81,Алматы,,2017,совмещенный,no_info,no_info,бронированная,ADSL,паркинг,полностью,ламинат,3
54000000,2,74.33,14/14,1.0,Бостандыкский р-н,1.0,2024,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
