price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
48000000,2,55.0,3/5,0.6,Алмалинский р-н,0.075,1985,no_info,балкон,да,бронированная,no_info,no_info,частично,ламинат,
48000000,3,87.0,6/9,0.67,Алатауский р-н,1e-10,2015,no_info,балкон и лоджия,да,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,2.8
48000000,3,73.0,1/5,0.2,Бостандыкский р-н,1.0,1980,no_info,несколько балконов или лоджий,да,металлическая,ADSL,рядом охраняемая стоянка,полностью,ламинат,3
48000000,3,62.0,2/5,0.4,Бостандыкский р-н,1.0,1980,no_info,балкон,да,металлическая,ADSL,no_info,частично,no_info,
48000000,2,58.0,5/9,0.56,Алмалинский р-н,0.075,2015,no_info,балкон,no_info,металлическая,через TV кабель,рядом охраняемая стоянка,полностью,ламинат,
48000000,2,57.3,6/7,0.86,Медеуский р-н,0.69,2022,no_info,лоджия,no_info,бронированная,no_info,паркинг,полностью,паркет,
48000000,2,65.0,3/13,0.23,Бостандыкский р-н,1.0,2017,no_info,no_info,no_info,no_info,no_info,паркинг,полностью,ламинат,3
48000000,3,81.9,9/9,1.0,Жетысуский р-н,0.076,2022,no_info,балкон,да,металлическая,проводной,паркинг,без мебели,линолеум,2.6
48000000,3,79.0,3/6,0.5,Турксибский р-н,0.083,2008,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,2.8
48000000,1,42.0,1/5,0.2,Медеуский р-н,0.69,1985,no_info,no_info,no_info,бронированная,проводной,no_info,без мебели,паркет,
48000000,3,78.0,9/10,0.9,Ауэзовский р-н,0.51,1992,no_info,лоджия,no_info,металлическая,оптика,no_info,полностью,ламинат,2.75
48000000,2,65.0,4/12,0.33,Бостандыкский р-н,1.0,2014,no_info,балкон,no_info,бронированная,no_info,no_info,частично,ламинат,2.8
48000000,3,72.0,8/9,0.89,Алмалинский р-н,0.075,1986,no_info,no_info,да,металлическая,no_info,no_info,частично,ламинат,3
48000000,3,72.0,8/13,0.62,Алмалинский р-н,0.075,2020,совмещенный,no_info,no_info,металлическая,no_info,паркинг,no_info,no_info,3
48000000,3,89.0,7/10,0.7,Наурызбайский р-н,0.11,2019,no_info,no_info,да,деревянная,оптика,рядом охраняемая стоянка,полностью,ламинат,2.7
48000000,2,40.0,2/12,0.17,Бостандыкский р-н,1.0,2019,совмещенный,лоджия,no_info,no_info,ADSL,паркинг,no_info,ламинат,3
48000000,3,65.0,5/5,1.0,Бостандыкский р-н,1.0,1993,no_info,балкон,да,металлическая,ADSL,рядом охраняемая стоянка,полностью,ламинат,
48000000,2,76.0,9/10,0.9,Ауэзовский р-н,0.51,2022,раздельный,балкон и лоджия,да,металлическая,ADSL,паркинг,частично,ламинат,2.8
48000000,3,90.0,8/9,0.89,Алатауский р-н,1e-10,2011,2 с/у и более,несколько балконов или лоджий,да,бронированная,оптика,рядом охраняемая стоянка,частично,ламинат,2.8
48000000,4,74.8,4/5,0.8,Бостандыкский р-н,1.0,1975,no_info,балкон,да,металлическая,проводной,no_info,частично,ламинат,2.5
48000000,2,67.0,3/13,0.23,Алмалинский р-н,0.075,2020,совмещенный,балкон,да,бронированная,ADSL,паркинг,полностью,ламинат,2.8
48000000,2,40.0,4/4,1.0,Медеуский р-н,0.69,1962,no_info,no_info,no_info,металлическая,no_info,рядом охраняемая стоянка,полностью,ламинат,2.7
48000000,3,76.0,13/19,0.68,Алмалинский р-н,0.075,2012,2 с/у и более,лоджия,да,металлическая,ADSL,паркинг,полностью,ламинат,2.8
48000000,1,53.0,18/18,1.0,Бостандыкский р-н,1.0,2015,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,2.95
48000000,3,76.0,2/9,0.22,Жетысуский р-н,0.076,2016,no_info,no_info,да,деревянная,через TV кабель,no_info,no_info,линолеум,
48000000,3,90.0,7/10,0.7,Наурызбайский р-н,0.11,2019,раздельный,no_info,no_info,бронированная,no_info,no_info,полностью,ламинат,2.8
48000000,2,69.0,11/12,0.92,Алмалинский р-н,0.075,2023,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3
48000000,2,65.0,10/11,0.91,Ауэзовский р-н,0.51,2011,2 с/у и более,балкон,да,металлическая,проводной,паркинг,полностью,ламинат,3.1
