price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
42000000,3,108.0,14/16,0.88,Наурызбайский р-н,0.11,2013,совмещенный,лоджия,no_info,металлическая,оптика,паркинг,частично,no_info,3
42000000,3,83.0,5/9,0.56,Алатауский р-н,1e-10,2010,2 с/у и более,балкон и лоджия,no_info,металлическая,no_info,паркинг,частично,no_info,2.6
42000000,2,63.5,4/9,0.44,Алмалинский р-н,0.075,1978,no_info,no_info,no_info,no_info,no_info,no_info,частично,no_info,
42000000,2,62.2,4/5,0.8,Медеуский р-н,0.69,2021,no_info,no_info,no_info,металлическая,ADSL,паркинг,no_info,ламинат,2.8
42000000,1,41.0,7/12,0.58,Бостандыкский р-н,1.0,2023,раздельный,no_info,no_info,металлическая,оптика,паркинг,частично,ламинат,2.8
42000000,2,53.1,5/5,1.0,Ауэзовский р-н,0.51,1991,no_info,несколько балконов или лоджий,да,металлическая,оптика,no_info,полностью,ламинат,2.8
42000000,2,64.0,9/9,1.0,Бостандыкский р-н,1.0,1995,no_info,лоджия,да,металлическая,ADSL,рядом охраняемая стоянка,частично,no_info,
42000000,3,62.0,3/5,0.6,Бостандыкский р-н,1.0,1973,no_info,no_info,да,металлическая,no_info,no_info,полностью,дерево,2.5
42000000,1,66.2,4/11,0.36,Ауэзовский р-н,0.51,2010,no_info,no_info,no_info,металлическая,оптика,рядом охраняемая стоянка,полностью,линолеум,
42000000,2,67.9,1/9,0.11,Жетысуский р-н,0.076,2005,no_info,несколько балконов или лоджий,да,металлическая,проводной,рядом охраняемая стоянка,полностью,линолеум,2.8
42000000,3,60.0,4/4,1.0,Ауэзовский р-н,0.51,1969,no_info,балкон,да,металлическая,оптика,рядом охраняемая стоянка,полностью,ламинат,
42000000,3,60.0,3/4,0.75,Алмалинский р-н,0.075,1966,no_info,балкон,да,металлическая,no_info,no_info,без мебели,ламинат,2.5
42000000,2,65.0,15/21,0.71,Алмалинский р-н,0.075,2012,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,
42000000,2,80.0,10/17,0.59,Алмалинский р-н,0.075,2013,раздельный,балкон,да,металлическая,no_info,паркинг,полностью,ламинат,2.8
42000000,3,70.0,6/10,0.6,Наурызбайский р-н,0.11,2020,no_info,лоджия,да,бронированная,оптика,рядом охраняемая стоянка,частично,ламинат,2.7
42000000,2,53.3,1/5,0.2,Ауэзовский р-н,0.51,1998,no_info,no_info,да,металлическая,no_info,no_info,частично,ламинат,2.7
42000000,2,64.0,2/16,0.12,Ауэзовский р-н,0.51,2023,совмещенный,лоджия,да,металлическая,no_info,паркинг,no_info,no_info,2.8
42000000,3,72.9,1/5,0.2,Турксибский р-н,0.083,1993,no_info,no_info,no_info,no_info,no_info,no_info,no_info,ламинат,
42000000,3,76.0,12/12,1.0,Алатауский р-н,1e-10,2018,совмещенный,балкон,да,металлическая,оптика,рядом охраняемая стоянка,частично,ламинат,2.7
