price,room_count,quadrature,floor_text,floor,region_text,region,year,flat_toilet,flat_balcony,flat_balcony_g,flat_door,inet_type,flat_parking,live_furniture,flat_flooring,ceiling
43500000,3,66.0,5/5,1.0,Ауэзовский р-н,0.51,1973,no_info,no_info,да,no_info,ADSL,рядом охраняемая стоянка,частично,линолеум,2.8
43500000,2,71.0,7/9,0.78,Ауэзовский р-н,0.51,2006,no_info,лоджия,да,металлическая,проводной,рядом охраняемая стоянка,без мебели,ламинат,3
43500000,3,65.0,4/5,0.8,Алмалинский р-н,0.075,1988,no_info,балкон,да,no_info,no_info,паркинг,частично,ламинат,2.7
43500000,2,57.0,10/18,0.56,Бостандыкский р-н,1.0,2023,2 с/у и более,no_info,no_info,металлическая,ADSL,паркинг,no_info,no_info,2.8
43500000,2,63.0,3/5,0.6,Медеуский р-н,0.69,2019,no_info,лоджия,да,металлическая,ADSL,no_info,частично,ламинат,2.8
43500000,1,47.0,14/16,0.88,Бостандыкский р-н,1.0,2009,no_info,no_info,no_info,no_info,no_info,паркинг,no_info,no_info,3
43500000,2,62.1,3/5,0.6,Медеуский р-н,0.69,2020,no_info,no_info,no_info,no_info,ADSL,рядом охраняемая стоянка,полностью,ламинат,2.7
43500000,3,73.1,10/12,0.83,Алматы,,2022,2 с/у и более,несколько балконов или лоджий,no_info,металлическая,проводной,паркинг,no_info,ламинат,2.8
43500000,2,44.1,11/16,0.69,Алмалинский р-н,0.075,2019,no_info,no_info,no_info,no_info,no_info,no_info,no_info,no_info,3
43500000,3,59.0,3/5,0.6,Бостандыкский р-н,1.0,1973,no_info,балкон,да,металлическая,оптика,рядом охраняемая стоянка,полностью,линолеум,
43500000,2,55.0,10/12,0.83,Бостандыкский р-н,1.0,2019,совмещенный,лоджия,да,металлическая,no_info,паркинг,полностью,ламинат,2.95
43500000,3,68.0,4/9,0.44,Ауэзовский р-н,0.51,1987,no_info,no_info,да,металлическая,ADSL,рядом охраняемая стоянка,no_info,no_info,2.8
43500000,2,52.0,1/1,1.0,Бостандыкский р-н,1.0,2019,no_info,балкон,да,металлическая,оптика,паркинг,полностью,ламинат,2.95
43500000,2,69.0,2/4,0.5,Наурызбайский р-н,0.11,2023,2 с/у и более,балкон,да,no_info,no_info,паркинг,no_info,no_info,3.3
42500000,2,61.5,8/9,0.89,Ауэзовский р-н,0.51,1989,no_info,лоджия,no_info,металлическая,через TV кабель,рядом охраняемая стоянка,частично,паркет,
43500000,2,55.0,5/18,0.28,Бостандыкский р-н,1.0,2015,совмещенный,no_info,no_info,no_info,no_info,паркинг,no_info,ламинат,2.95
43500000,2,52.0,7/16,0.44,Бостандыкский р-н,1.0,2017,совмещенный,лоджия,да,бронированная,no_info,рядом охраняемая стоянка,полностью,ламинат,2.95
43500000,3,64.0,2/10,0.2,Турксибский р-н,0.083,2021,совмещенный,no_info,no_info,металлическая,оптика,no_info,полностью,ламинат,2.7
43500000,3,75.2,3/12,0.25,Алатауский р-н,1e-10,2020,совмещенный,балкон,да,металлическая,ADSL,паркинг,полностью,ламинат,3
43500000,3,71.0,10/10,1.0,Наурызбайский р-н,0.11,2020,совмещенный,no_info,no_info,металлическая,проводной,рядом охраняемая стоянка,без мебели,ламинат,3
43500000,3,80.0,6/9,0.67,Ауэзовский р-н,0.51,1994,no_info,балкон,no_info,металлическая,ADSL,рядом охраняемая стоянка,частично,линолеум,2.8
43500000,2,70.0,4/13,0.31,Жетысуский р-н,0.076,2022,2 с/у и более,балкон,да,металлическая,оптика,паркинг,полностью,ламинат,2.7
43500000,2,58.0,5/9,0.56,Ауэзовский р-н,0.51,2005,no_info,no_info,да,металлическая,no_info,no_info,no_info,no_info,
43500000,3,91.77,4/10,0.4,Наурызбайский р-н,0.11,2021,2 с/у и более,балкон,да,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,2.8
43500000,2,65.5,6/10,0.6,Ауэзовский р-н,0.51,2018,no_info,no_info,да,металлическая,no_info,рядом охраняемая стоянка,no_info,ламинат,2.75
43500000,3,61.5,5/5,1.0,Бостандыкский р-н,1.0,1972,no_info,no_info,no_info,no_info,no_info,no_info,частично,no_info,
43500000,2,56.0,9/13,0.69,Алматы,,2017,no_info,no_info,no_info,no_info,ADSL,паркинг,no_info,no_info,2.8
43500000,2,52.0,2/5,0.4,Алмалинский р-н,0.075,1985,no_info,несколько балконов или лоджий,да,металлическая,ADSL,рядом охраняемая стоянка,частично,ламинат,
43500000,3,70.0,2/3,0.67,Алмалинский р-н,0.075,1959,no_info,no_info,no_info,no_info,no_info,no_info,частично,no_info,3.2
